"Step","test_biomed_1024_aug10 - Classification metrics.Weighted Precision 50","test_biomed_1024_aug10 - Classification metrics.Weighted Precision 50__MIN","test_biomed_1024_aug10 - Classification metrics.Weighted Precision 50__MAX","test_biomed_2048_aug10 - Classification metrics.Weighted Precision 50","test_biomed_2048_aug10 - Classification metrics.Weighted Precision 50__MIN","test_biomed_2048_aug10 - Classification metrics.Weighted Precision 50__MAX","test_biomed_128_aug10 - Classification metrics.Weighted Precision 50","test_biomed_128_aug10 - Classification metrics.Weighted Precision 50__MIN","test_biomed_128_aug10 - Classification metrics.Weighted Precision 50__MAX","test_biomed_192_aug10 - Classification metrics.Weighted Precision 50","test_biomed_192_aug10 - Classification metrics.Weighted Precision 50__MIN","test_biomed_192_aug10 - Classification metrics.Weighted Precision 50__MAX","test_biomed_256_aug10 - Classification metrics.Weighted Precision 50","test_biomed_256_aug10 - Classification metrics.Weighted Precision 50__MIN","test_biomed_256_aug10 - Classification metrics.Weighted Precision 50__MAX","test_biomed_384_aug10 - Classification metrics.Weighted Precision 50","test_biomed_384_aug10 - Classification metrics.Weighted Precision 50__MIN","test_biomed_384_aug10 - Classification metrics.Weighted Precision 50__MAX","test_biomed_512_aug10 - Classification metrics.Weighted Precision 50","test_biomed_512_aug10 - Classification metrics.Weighted Precision 50__MIN","test_biomed_512_aug10 - Classification metrics.Weighted Precision 50__MAX"
"0","0.4422843256379101","0.4422843256379101","0.4422843256379101","0.32192648922686945","0.32192648922686945","0.32192648922686945","0.20851528384279475","0.20851528384279475","0.20851528384279475","0.31605562579013907","0.31605562579013907","0.31605562579013907","0.35602094240837695","0.35602094240837695","0.35602094240837695","0.4716636197440585","0.4716636197440585","0.4716636197440585","0.525830258302583","0.525830258302583","0.525830258302583"
