"Step","test_biomed_1024_aug10 - Segmentation metrics.Weighted Dice","test_biomed_1024_aug10 - Segmentation metrics.Weighted Dice__MIN","test_biomed_1024_aug10 - Segmentation metrics.Weighted Dice__MAX","test_biomed_2048_aug10 - Segmentation metrics.Weighted Dice","test_biomed_2048_aug10 - Segmentation metrics.Weighted Dice__MIN","test_biomed_2048_aug10 - Segmentation metrics.Weighted Dice__MAX","test_biomed_128_aug10 - Segmentation metrics.Weighted Dice","test_biomed_128_aug10 - Segmentation metrics.Weighted Dice__MIN","test_biomed_128_aug10 - Segmentation metrics.Weighted Dice__MAX","test_biomed_192_aug10 - Segmentation metrics.Weighted Dice","test_biomed_192_aug10 - Segmentation metrics.Weighted Dice__MIN","test_biomed_192_aug10 - Segmentation metrics.Weighted Dice__MAX","test_biomed_256_aug10 - Segmentation metrics.Weighted Dice","test_biomed_256_aug10 - Segmentation metrics.Weighted Dice__MIN","test_biomed_256_aug10 - Segmentation metrics.Weighted Dice__MAX","test_biomed_384_aug10 - Segmentation metrics.Weighted Dice","test_biomed_384_aug10 - Segmentation metrics.Weighted Dice__MIN","test_biomed_384_aug10 - Segmentation metrics.Weighted Dice__MAX","test_biomed_512_aug10 - Segmentation metrics.Weighted Dice","test_biomed_512_aug10 - Segmentation metrics.Weighted Dice__MIN","test_biomed_512_aug10 - Segmentation metrics.Weighted Dice__MAX"
"0","0.6903771162033081","0.6903771162033081","0.6903771162033081","0.417770653963089","0.417770653963089","0.417770653963089","0.707804799079895","0.707804799079895","0.707804799079895","0.6695964932441711","0.6695964932441711","0.6695964932441711","0.5997296571731567","0.5997296571731567","0.5997296571731567","0.5799842476844788","0.5799842476844788","0.5799842476844788","0.634555995464325","0.634555995464325","0.634555995464325"
